Key,english
EntityLootContainerFootballPlayerRegular,Dropped Loot
EntityLootContainerCheerleaderRegular,Dropped Loot
EntityLootContainerSkateboarderRegular,Dropped Loot
EntityLootContainerCowboyRegular,Dropped Loot
EntityLootContainerCowboyRad,Dropped Loot
EntityLootContainerCowboyFeral,Dropped Loot
EntityLootContainerCowboyRadFeral,Dropped Loot
EntityLootContainerBikerRegular,Dropped Loot
EntityLootContainerStripperRegular,Dropped Loot
EntityLootContainerFarmerRegular,Dropped Loot
EntityLootContainerFarmerRad,Dropped Loot
EntityLootContainerFarmerFeral,Dropped Loot
EntityLootContainerFarmerRadFeral,Dropped Loot
EntityLootContainerBusinessManRegular,Dropped Loot
EntityLootContainerBusinesswomanRegular,Dropped Loot
EntityLootContainerTraderRegular,Dropped Loot
EntityLootContainerBehemothRegular,Dropped Loot
EntityLootContainerMoeRegular,Dropped Loot
EntityLootContainerMoeDemon,Dropped Loot
EntityLootContainerSurvivor,Dropped Loot
EntityLootContainerCow,Dropped Loot
EntityLootContainerGoat,Dropped Loot
EntityLootContainerSheep,Dropped Loot
EntityLootContainerWolf,Dropped Loot
EntityLootContainerBoar,Dropped Loot
EntityLootContainerMeleeNPC,Dropped Loot
EntityLootContainerGenericRegular,Dropped Loot
EntityLootContainerCopDemon,Dropped Loot
EntityLootContainerNurseDemon,Dropped Loot
EntityLootContainerFatDemon,Dropped Loot
EntityLootContainerWightDemon,Dropped Loot
EntityLootContainerHazmatDemon,Dropped Loot
EntityLootContainerLabDemon,Dropped Loot
EntityLootContainerBusinessDemon,Dropped Loot
EntityLootContainerGenericDemon,Dropped Loot
EntityLootContainerUtilityDemon,Dropped Loot
EntityLootContainerSoldierDemon,Dropped Loot
EntityLootContainerCheerleaderDemon,Dropped Loot
EntityLootContainerSkateboarderDemon,Dropped Loot
EntityLootContainerOldTimerDemon,Dropped Loot
EntityLootContainerBikerDemon,Dropped Loot
EntityLootContainerStripperDemon,Dropped Loot
EntityLootContainerFarmerDemon,Dropped Loot
entitycommand_Pet,Pet
entitycommand_Milk,Milk
entitycommand_FollowMe,Follow me.
entitycommand_StayHere,Stay here.
entitycommand_TellMe,Tell me about yourself.
entitycommand_HangOut,Hangout around here.
entitycommand_SetPatrol,Set Starting Patrol Point
entitycommand_Patrol,Please Patrol this area.
entitycommand_Hire,Please Join me (Hire)
btnGenerateWorld,GENERATE WORLD
xuiRadiated,RADIATED
mmGoMaxZombies,Max Zombies Alive
goMaxZombies,Max Zombies Alive
goMaxZombiesDesc,Maximum amount of zombies that can spawn in the world.
goZombies,{0} Zombies
mmGoMaxAnimals,Max Animals Alive
goMaxAnimals,Max Animals Alive
goMaxAnimalsDesc,Maximum amount of animals that can spawn in the world.
goAnimals,{0} Animals
mmGoLandClaimCount,Land Claim Amount
goLandClaimCount,Claim Amount
goLandClaimCountDesc,The amount of land claim blocks a player can have active.
goLandClaimCountValue,{0} block
goLandClaimCountValues,{0} blocks
BMEngineWarning,[FF0000]Your vehicle sputters and dies under the demonic moon's light...[-]
ammo9mmBulletSteel,"9mm Round, Steel (Ammo)"
ammo44MagnumBulletSteel,".44 Magnum Round, Steel (Ammo)"
ammo762mmBulletFMJSteel,"7.62mm Round, Steel (Ammo)"
resourceBulletCasingSteel,"Bullet Casing, Steel"
resourceBulletCasingSteelDesc,Steel bullet casings are cheaper but cause more wear on the barrel.
startingItem,Survival Backpack
startingItemDesc,A small backpack of various items you managed to grab while running for your life.
Tablet,Military Tablet
tabletdesc,Use Left Click to Zoom In/Out  Press Right Click to Switch to see-through walls camera
buffRadiationWeakDesc,You have been given a dose of radiation!
buffRadiationWeakName,Radiation
buffRadiationWeakTooltip,You have been given a dose of radiation!
quest_classtrainingcivilian,Class Training - Scavenger
quest_classtrainingcivilian_offer,"So you were one of those office-types, huh?!  You're gonna wish you'd picked up a few skills before everything went to shit. Lucky for you, this manual will give you a few basics to get started.  Good luck, kid!"
quest_classtrainingcivilian1,Class Quest - Scavenger 1/6
quest_classtrainingcivilian1_subtitle,Craft a Stone Axe
quest_classtrainingcivilian1_description,"The world is a very dangerous place now, so I guess we need to start from the beginning. A stone axe will allow you to gather wood easier. Punch trees, grass or rocks to gather them. You can also pick up rocks from the ground. Craft a Stone Axe."
quest_classtrainingcivilian2,Class Quest - Scavenger 4/6
quest_classtrainingcivilian2_subtitle,Gather Duke's Casino Tokens
quest_classtrainingcivilian2_description,"Now you've got a basic tool, it's time to teach you about the new economy. Search everything you can find, then return to the trader and sell your spoils for some cold, hard cash. Gather Duke's Casino Tokens."
quest_classtrainingcivilian3,Class Quest - Scavenger 3/6
quest_classtrainingcivilian3_subtitle,Craft Boiled Water and Charred Meat
quest_classtrainingcivilian3_description,"Remember that campfire you made? Time to use it. Animals can be difficult to find, so take this meat and empty cans, go find some water and then make yourself a drink and something to eat. Craft Boiled Water and Charred Meat."
quest_classtrainingcivilian4,Class Quest - Scavenger 5/6
quest_classtrainingcivilian4_subtitle,Gather Wood and Craft Wood Frames
quest_classtrainingcivilian4_description,"If you want to survive, you'll need shelter and using existing buildings isn't a good idea. Craft Wood Frames."
quest_classtrainingcivilian5,Class Quest - Scavenger 6/6
quest_classtrainingcivilian5_subtitle,Craft a Secure Wood Door and Secure Storage Chest
quest_classtrainingcivilian5_description,"Four walls don't mean shit without a door to keep undesirables out, and something to store your loot in. Craft a Secure Wood Door and Secure Storage Chest."
quest_classtrainingcivilian6,Class Quest - Scavenger 2/6
quest_classtrainingcivilian6_subtitle,Craft Basic Weapons
quest_classtrainingcivilian6_description,"Now you know how to cook basic food, boil water and you have a roof over your head, you need some weapons. Get out there, collect wood, plant fiber and feathers, then make yourself a basic club, bow and arrows. Craft a Wooden Club, Bow and some Arrows."
quest_classtrainingfarmer,Class Training - Farmer
quest_classtrainingfarmer_offer,Knowing how to work the land is a valuable skill these days. You also used to know how to lure animals for breeding and easy capture.  Time to get out there and get working!
quest_classtrainingfarmer1,Class Quest - Farmer 1/6
quest_classtrainingfarmer1_subtitle,Gather Plants and Craft Seeds
quest_classtrainingfarmer1_description,Start basic and work your way up. Find some plants and turn them into some seeds.
quest_classtrainingfarmer2,Class Quest - Farmer 2/6
quest_classtrainingfarmer2_subtitle,Gather Resources
quest_classtrainingfarmer2_description,Well you have the seeds but no tool to prepare the ground. Gather what you need to build a hoe.
quest_classtrainingfarmer3,Class Quest - Farmer 3/6
quest_classtrainingfarmer3_subtitle,Craft Scrap Iron Hoe and Plant Seeds
quest_classtrainingfarmer3_description,Now it is time to get your first hoe built. Craft a Scrap Iron Hoe and then plant the seeds you made earlier.
quest_classtrainingfarmer4,Class Quest - Farmer 4/6
quest_classtrainingfarmer4_subtitle,Gather More Resources
quest_classtrainingfarmer4_description,Surviving on golden rod and yucca alone will get pretty boring. Go find some chrysanthemum and apples.
quest_classtrainingfarmer5,Class Quest - Farmer 5/6
quest_classtrainingfarmer5_subtitle,Craft an Animal Snare and Coop
quest_classtrainingfarmer5_description,Crops take a while to grow. So use some of the corn you found to make animal feed and craft a snare and chicken coop.
quest_classtrainingfarmer6,Class Quest - Farmer 6/6
quest_classtrainingfarmer6_subtitle,Craft a Mortar and Pestle
quest_classtrainingfarmer6_description,Nice little farm you have going! Now you need a mortar and pestle. It is useful for cooking and making seeds but you will need a forge to craft one.
quest_classtraininghunter,Class Training - Hunter
quest_classtraininghunter_offer,"Being able to effectively kill and skin animals is going to be very useful in the coming months, and you remember having a knack for it in the past.  Get out there and get hunting!"
quest_classtraininghunter1,Class Quest - Hunter 1/6
quest_classtraininghunter1_subtitle,Craft a Wooden Bow
quest_classtraininghunter1_description,"A Hunter is no use without a weapon, so go make one! Craft a Wooden Bow."
quest_classtraininghunter2,Class Quest - Hunter 2/6
quest_classtraininghunter2_subtitle,Kill Some Zombies With Your Bow
quest_classtraininghunter2_description,"Now you have a brand new weapon, you should put it to use on zombie skulls. Kill Some Zombies."
quest_classtraininghunter3,Class Quest - Hunter 3/6
quest_classtraininghunter3_subtitle,Craft A Bone Knife
quest_classtraininghunter3_description,"A good Hunter knows how to skin animals for their meat and hide, but you need a tool for that. Craft A Bone Knife."
quest_classtraininghunter4,Class Quest - Hunter 4/6
quest_classtraininghunter4_subtitle,Kill And Skin Some Animals
quest_classtraininghunter4_description,"You know how to smash skulls, and you have a basic knife, so put both of them to use. Kill And Skin Some Animals."
quest_classtraininghunter5,Class Quest - Hunter 5/6
quest_classtraininghunter5_subtitle,Craft Leather Armor
quest_classtraininghunter5_description,"Time to put all that hide to good use, and increase your chances of survival. Craft Leather Armor."
quest_classtraininghunter6,Class Quest - Hunter 6/6
quest_classtraininghunter6_subtitle,Kill Animals And Zombies With A Pipe Rifle
quest_classtraininghunter6_description,Oh look! You found a basic rifle. Time for some target practice. Kill Animals And Zombies.
quest_classtraininglaborer,Class Training - Laborer
quest_classtraininglaborer_offer,"Knowing how to build is going to be useful these days.  Let's get you working right away, because you'll need to learn how to collect your own resources from now on.  Get cracking!"
quest_classtraininglaborer1,Class Quest - Laborer 1/6
quest_classtraininglaborer1_subtitle,Gather Resources
quest_classtraininglaborer1_description,"No delivery trucks to drop off what you need any more, so you're gonna have to get out there and learn to collect them yourself. Gather Resources."
quest_classtraininglaborer2,Class Quest - Laborer 2/6
quest_classtraininglaborer2_subtitle,Craft Wood Frames and Flagstone Blocks
quest_classtraininglaborer2_description,"Wood frames are easy enough to make, and you should be used to working with them. But flagstone is tougher, just as easy to make, but needs a lot of resources. Craft Wood Frames and Flagstone Blocks."
quest_classtraininglaborer3,Class Quest - Laborer 3/6
quest_classtraininglaborer3_subtitle,Craft Scrap Iron Tools
quest_classtraininglaborer3_description,"Iron is harder to make these days, but scrap iron is everywhere. It's time to learn how to make some crude tools from it, since they're better than stone. Craft Scrap Iron Tools."
quest_classtraininglaborer4,Class Quest - Laborer 4/6
quest_classtraininglaborer4_subtitle,Gather More Resources
quest_classtraininglaborer4_description,"Time to do some more gathering, but there's a reason. You're going to need to make your own forge, and these resources will help. Gather More Resources."
quest_classtraininglaborer5,Class Quest - Laborer 5/6
quest_classtraininglaborer5_subtitle,Craft a Forge
quest_classtraininglaborer5_description,Did gathering all that crap jog your memory? Then you know what to do. Craft a Forge.
quest_classtraininglaborer6,Class Quest - Laborer 6/6
quest_classtraininglaborer6_subtitle,Craft a Baseball Bat
quest_classtraininglaborer6_description,"In this world, everyone needs a weapon, so go make one! Craft a Baseball Bat."
quest_classtrainingmechanic,Class Training - Mechanic
quest_classtrainingmechanic_offer,Knowing how to repair things and scavenge broken appliances for usable parts is going to prove invaluable in the coming days.  Get some basic tools together and start taking everything apart
quest_classtrainingmechanic1,Class Quest - Mechanic 1/6
quest_classtrainingmechanic1_subtitle,Craft A Stone Axe
quest_classtrainingmechanic1_description,A stone axe is better than nothing. You will not get a lot of resources with it but at least it is a place to start. Craft a Stone Axe
quest_classtrainingmechanic2,Class Quest - Mechanic 2/6
quest_classtrainingmechanic2_subtitle,Take apart a car
quest_classtrainingmechanic2_description,A stone axe is better than nothing. Find a complete car and use your axe to tear it down to nothing. Take apart a car.
quest_classtrainingmechanic3,Class Quest - Mechanic 3/6
quest_classtrainingmechanic3_subtitle,Take apart several cars
quest_classtrainingmechanic3_description,"Walking everywhere is no fun, right? Thankfully you can build yourself some basic wheels using parts from broken cars. Take apart many cars."
quest_classtrainingmechanic4,Class Quest - Mechanic 4/6
quest_classtrainingmechanic4_subtitle,Gather More Resources
quest_classtrainingmechanic4_description,The wrench is specifically designed to take apart cars and appliances. So take your new tool and look for things that your axe normally destroys. Gather mechanical and electrical parts
quest_classtrainingmechanic5,Class Quest - Mechanic 5/6
quest_classtrainingmechanic5_subtitle,Gather Even More Resources
quest_classtrainingmechanic5_description,"All that knowledge of building vehicles can be put to other uses, but you'll need more resources for that. Gather forged iron, duct tape, scrap polymers, springs and oil"
quest_classtrainingmechanic6,Class Quest - Mechanic 6/6
quest_classtrainingmechanic6_subtitle,Craft a Sledge Turret
quest_classtrainingmechanic6_description,"Now you have all of those parts, it's time to put them to good use. Craft a sledge turret"
quest_classtrainingscientist,Class Training - Scientist
quest_classtrainingscientist_offer,Medical items will be rare and valuable in the apocalypse. Knowing how to craft your own will prove very beneficial.  Let's start you off with something basic
quest_classtrainingscientist1,Class Quest - Scientist 1/6
quest_classtrainingscientist1_subtitle,Craft A Splint
quest_classtrainingscientist1_description,A sprained or broken leg will be a death sentence these days. Craft a Splint
quest_classtrainingscientist2,Class Quest - Scientist 2/6
quest_classtrainingscientist2_subtitle,Gather Cotton and Aloe
quest_classtrainingscientist2_description,You will need to learn to make things without your fancy lab equipment. Gather Cotton and Aloe.
quest_classtrainingscientist3,Class Quest - Scientist 3/6
quest_classtrainingscientist3_subtitle,Craft Some Bandages
quest_classtrainingscientist3_description,Bleeding wounds will kill fast in the apocalypse. Basic bandages will take care of that. Craft Some Bandages.
quest_classtrainingscientist4,Class Quest - Scientist 4/6
quest_classtrainingscientist4_subtitle,Craft First Aid Bandages
quest_classtrainingscientist4_description,Now you need to crush that aloe into cream with whatever you can find. It will let you make some healing bandages. Craft First Aid Bandages.
quest_classtrainingscientist5,Class Quest - Scientist 5/6
quest_classtrainingscientist5_subtitle,Find Painkillers And Honey
quest_classtrainingscientist5_description,Painkillers will be hard to make without chemistry tools. Honey is a natural antibiotic and good for you. Go out and find some painkillers and honey.
quest_classtrainingscientist6,Class Quest - Scientist 6/6
quest_classtrainingscientist6_subtitle,Craft A Junk Baton
quest_classtrainingscientist6_description,"In this dangerous, new world, even the nerds need some protection. Craft A Junk Baton"
quest_classtrainingsecurity,Class Training - Security
quest_classtrainingsecurity_offer,You were either in the police force or the army before the world went to hell. Knowing how to defend yourself against people is going to be handy with all the bandits and zombies around.  Good luck out there.
quest_classtrainingsecurity1,Class Quest - Security 1/6
quest_classtrainingsecurity1_subtitle,Craft A Club
quest_classtrainingsecurity1_description,Well you dont have a nightstick anymore but a lump of wood is still a useful weapon. Craft A Club
quest_classtrainingsecurity2,Class Quest - Security 2/6
quest_classtrainingsecurity2_subtitle,Craft Cloth Armor
quest_classtrainingsecurity2_description,No fancy kevlar armor for you. Good thing there is plenty of cotton lying around. Craft Cloth Armor.
quest_classtrainingsecurity3,Class Quest - Security 3/6
quest_classtrainingsecurity3_subtitle,Kill Some Zombies
quest_classtrainingsecurity3_description,You have protection and a weapon so get out there and bash some skulls. Kill Some Zombies.
quest_classtrainingsecurity4,Class Quest - Security 4/6
quest_classtrainingsecurity4_subtitle,Kill More Zombies
quest_classtrainingsecurity4_description,Time for a little target practice to work on your aim. Kill More Zombies.
quest_classtrainingsecurity5,Class Quest - Security 5/6
quest_classtrainingsecurity5_subtitle,Craft Knuckle Wraps
quest_classtrainingsecurity5_description,Time to get brutal. Craft some Knuckle Wraps.
quest_classtrainingsecurity6,Class Quest - Security 6/6
quest_classtrainingsecurity6_subtitle,Kill some zombies with your Knuckle Wraps
quest_classtrainingsecurity6_description,Some Knuckle Wraps will be a lot better than using a lump of wood. Ammo is limited after all. Kill some zombies with your new weapon.
quest_classtrainingsurvivalist,Class Training - Survivalist
quest_classtrainingsurvivalist_offer,There were some paranoid folks who expected the end of the world at any time. You were one of them which means you picked up quite a few tips and tricks to survive this apocalypse  Good luck!
quest_classtrainingsurvivalist1,Class Quest - Survivalist 1/6
quest_classtrainingsurvivalist1_subtitle,Craft A Wooden Bow And Club
quest_classtrainingsurvivalist1_description,Lets start with crafting some basic weapons so you can hunt animals and defend yourself. Craft A Wooden Bow And Club
quest_classtrainingsurvivalist2,Class Quest - Survivalist 2/6
quest_classtrainingsurvivalist2_subtitle,Craft A Knife
quest_classtrainingsurvivalist2_description,Until you learn how to craft your own hunting knife you will need an alternative. Craft A Knife.
quest_classtrainingsurvivalist3,Class Quest - Survivalist 3/6
quest_classtrainingsurvivalist3_subtitle,Craft Charred Meat And Boiled Water
quest_classtrainingsurvivalist3_description,Water boiled in a can and meat charred in a fire will at least keep you alive. Craft Charred Meat And Boiled Water.
quest_classtrainingsurvivalist4,Class Quest - Survivalist 4/6
quest_classtrainingsurvivalist4_subtitle,Craft Leather Armor
quest_classtrainingsurvivalist4_description,Getting the materials for leather armor is pretty easy. It's also protection at least. Craft Leather Armor.
quest_classtrainingsurvivalist5,Class Quest - Survivalist 5/6
quest_classtrainingsurvivalist5_subtitle,Gather Resources
quest_classtrainingsurvivalist5_description,Scavenging and harvesting natural resources are going to be your main bread and butter. You need better tools for that. Gather Resources.
quest_classtrainingsurvivalist6,Class Quest - Survivalist 6/6
quest_classtrainingsurvivalist6_subtitle,Craft Scrap Iron Tools
quest_classtrainingsurvivalist6_description,Now you have all those resources it is time to make yourself some better tools. Craft Scrap Iron Tools.
quest_KagesBook,Kage's Book
quest_KagesBook_offer,"There are two notes inside the book. The first reads: What's up zombie slayers!? This is Kage848 and this is my collection of skill notes, so leave them alone. SKILL NOTES FOR DAYZ!  The second reads:  Kage, leave my damn books alone! - Khaine."
quest_KagesBook_subtitle,Gain Some Skill Notes
quest_genericskillpoints,Skill Point Book
quest_genericskillpoints_offer,"This quest is a workaround to grant you +1 generic skill point, instead of a point for a particular skill. It will auto-complete on acceptance."
